;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
733,-0.02467,0.217148
734,-0.02466,0.217148
735,-0.02465,0.217148
736,-0.02464,0.217148
737,-0.02463,0.217148
738,-0.02462,0.217148
739,-0.02461,0.217148
740,-0.0246,0.217148
741,-0.02459,0.217148
742,-0.02458,0.217148
743,-0.02457,0.217148
744,-0.02456,0.217148
745,-0.02455,0.217148
746,-0.02454,0.217148
747,-0.02453,0.217148
748,-0.02452,0.217148
749,-0.02451,0.217148
750,-0.0245,0.217148
751,-0.02449,0.217148
752,-0.02448,0.217148
753,-0.02447,0.217148
754,-0.02446,0.217148
755,-0.02445,0.217148
756,-0.02444,0.217148
757,-0.02443,0.217148
758,-0.02442,0.217148
759,-0.02441,0.217148
760,-0.0244,0.217148
761,-0.02439,0.217148
762,-0.02438,0.217148
763,-0.02437,0.217148
764,-0.02436,0.217148
765,-0.02435,0.217148
766,-0.02434,0.217148
767,-0.02433,0.217148
768,-0.02432,0.217148
769,-0.02431,0.217148
770,-0.0243,0.217148
771,-0.02429,0.217148
772,-0.02428,0.217148
773,-0.02427,0.217148
774,-0.02426,0.217148
775,-0.02425,0.217148
776,-0.02424,0.217148
777,-0.02423,0.217148
778,-0.02422,0.217148
779,-0.02421,0.217148
780,-0.0242,0.217148
781,-0.02419,0.217148
782,-0.02418,0.217148
783,-0.02417,0.217148
784,-0.02416,0.217148
785,-0.02415,0.217148
786,-0.02414,0.217148
787,-0.02413,0.217148
788,-0.02412,0.217148
789,-0.02411,0.217148
790,-0.0241,0.217148
791,-0.02409,0.217148
792,-0.02408,0.217148
793,-0.02407,0.217148
794,-0.02406,0.217148
795,-0.02405,0.217148
796,-0.02404,0.217148
797,-0.02403,0.217148
798,-0.02402,0.217148
799,-0.02401,0.217148
800,-0.024,0.217148
801,-0.02399,0.217148
802,-0.02398,0.217148
803,-0.02397,0.217148
804,-0.02396,0.217148
805,-0.02395,0.217148
806,-0.02394,0.217148
807,-0.02393,0.217148
808,-0.02392,0.217148
809,-0.02391,0.217148
810,-0.0239,0.217148
811,-0.02389,0.217148
812,-0.02388,0.217148
813,-0.02387,0.217148
814,-0.02386,0.217148
815,-0.02385,0.217148
816,-0.02384,0.217148
817,-0.02383,0.217148
818,-0.02382,0.217148
819,-0.02381,0.217148
820,-0.0238,0.200445
821,-0.02379,0.250556
822,-0.02378,0.200445
823,-0.02377,0.217148
824,-0.02376,0.217148
825,-0.02375,0.217148
826,-0.02374,0.200445
827,-0.02373,0.250556
828,-0.02372,0.217148
829,-0.02371,0.217148
830,-0.0237,0.250556
831,-0.02369,0.217148
832,-0.02368,0.217148
833,-0.02367,0.250556
834,-0.02366,0.250556
835,-0.02365,0.250556
836,-0.02364,0.250556
837,-0.02363,0.250556
838,-0.02362,0.250556
839,-0.02361,0.250556
840,-0.0236,0.250556
841,-0.02359,0.250556
842,-0.02358,0.250556
843,-0.02357,0.250556
844,-0.02356,0.250556
845,-0.02355,0.250556
846,-0.02354,0.250556
847,-0.02353,0.250556
848,-0.02352,0.250556
849,-0.02351,0.250556
850,-0.0235,0.250556
851,-0.02349,0.250556
852,-0.02348,0.250556
853,-0.02347,0.250556
854,-0.02346,0.250556
855,-0.02345,0.250556
856,-0.02344,0.250556
857,-0.02343,0.250556
