;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
933,-0.02267,-13.1124
934,-0.02266,-13.0957
935,-0.02265,-13.0957
936,-0.02264,-13.1124
937,-0.02263,-13.1124
938,-0.02262,-13.0957
939,-0.02261,-13.0957
940,-0.0226,-13.0957
941,-0.02259,-13.1291
942,-0.02258,-13.1291
943,-0.02257,-13.0957
944,-0.02256,-13.1124
945,-0.02255,-13.1124
946,-0.02254,-13.1124
947,-0.02253,-13.0957
948,-0.02252,-13.1124
949,-0.02251,-13.1124
950,-0.0225,-13.0957
951,-0.02249,-13.1124
952,-0.02248,-13.1124
953,-0.02247,-13.1124
954,-0.02246,-13.1124
955,-0.02245,-13.1124
956,-0.02244,-13.1124
957,-0.02243,-13.0957
958,-0.02242,-13.0957
959,-0.02241,-13.0957
960,-0.0224,-13.0957
961,-0.02239,-13.0957
962,-0.02238,-13.0957
963,-0.02237,-13.1291
964,-0.02236,-13.0957
965,-0.02235,-13.0957
966,-0.02234,-13.0957
967,-0.02233,-13.0957
968,-0.02232,-13.0957
969,-0.02231,-13.1124
970,-0.0223,-13.1124
971,-0.02229,-13.1124
972,-0.02228,-13.1124
973,-0.02227,-13.0957
974,-0.02226,-13.1124
975,-0.02225,-13.1124
976,-0.02224,-13.1124
977,-0.02223,-13.1124
978,-0.02222,-13.1124
979,-0.02221,-13.1124
980,-0.0222,-13.1124
981,-0.02219,-13.079
982,-0.02218,-13.1124
983,-0.02217,-13.1124
984,-0.02216,-13.1124
985,-0.02215,-13.1124
986,-0.02214,-13.1124
987,-0.02213,-13.1124
988,-0.02212,-13.079
989,-0.02211,-13.1124
990,-0.0221,-13.1124
991,-0.02209,-13.1124
992,-0.02208,-13.1124
