;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
944,-0.02256,7.95097
945,-0.02255,7.95097
946,-0.02254,7.96768
947,-0.02253,7.96768
948,-0.02252,7.96768
949,-0.02251,7.96768
950,-0.0225,7.96768
951,-0.02249,7.96768
952,-0.02248,7.96768
953,-0.02247,7.95097
954,-0.02246,7.95097
955,-0.02245,7.95097
956,-0.02244,7.96768
957,-0.02243,7.95097
958,-0.02242,7.95097
959,-0.02241,7.95097
960,-0.0224,7.95097
961,-0.02239,7.95097
962,-0.02238,7.95097
963,-0.02237,7.95097
964,-0.02236,7.95097
965,-0.02235,7.95097
966,-0.02234,7.95097
967,-0.02233,7.95097
968,-0.02232,7.93427
969,-0.02231,7.96768
970,-0.0223,7.95097
971,-0.02229,7.95097
972,-0.02228,7.95097
973,-0.02227,7.95097
974,-0.02226,7.95097
975,-0.02225,7.93427
976,-0.02224,7.96768
977,-0.02223,7.95097
978,-0.02222,7.95097
979,-0.02221,7.95097
980,-0.0222,7.95097
981,-0.02219,7.95097
982,-0.02218,7.95097
983,-0.02217,7.95097
984,-0.02216,7.95097
985,-0.02215,7.95097
986,-0.02214,7.95097
987,-0.02213,7.95097
988,-0.02212,7.95097
989,-0.02211,7.95097
990,-0.0221,7.95097
991,-0.02209,7.95097
992,-0.02208,7.95097
993,-0.02207,7.95097
994,-0.02206,7.95097
995,-0.02205,7.95097
996,-0.02204,7.95097
997,-0.02203,7.95097
998,-0.02202,7.95097
999,-0.02201,7.95097
1000,-0.022,7.95097
1001,-0.02199,7.95097
1002,-0.02198,7.95097
1003,-0.02197,7.95097
1004,-0.02196,7.95097
1005,-0.02195,7.95097
1006,-0.02194,7.95097
1007,-0.02193,7.95097
1008,-0.02192,7.95097
1009,-0.02191,7.95097
1010,-0.0219,7.95097
1011,-0.02189,7.95097
1012,-0.02188,7.95097
1013,-0.02187,7.95097
1014,-0.02186,7.95097
1015,-0.02185,7.95097
1016,-0.02184,7.95097
1017,-0.02183,7.95097
1018,-0.02182,7.95097
1019,-0.02181,7.95097
1020,-0.0218,7.95097
1021,-0.02179,7.95097
1022,-0.02178,7.95097
1023,-0.02177,7.95097
1024,-0.02176,7.95097
1025,-0.02175,7.95097
1026,-0.02174,7.95097
1027,-0.02173,7.95097
1028,-0.02172,7.95097
1029,-0.02171,7.95097
1030,-0.0217,7.95097
1031,-0.02169,7.95097
1032,-0.02168,7.95097
1033,-0.02167,7.95097
1034,-0.02166,7.95097
1035,-0.02165,7.95097
1036,-0.02164,7.95097
1037,-0.02163,7.95097
1038,-0.02162,7.95097
1039,-0.02161,7.95097
1040,-0.0216,7.95097
1041,-0.02159,7.95097
1042,-0.02158,7.95097
