;Scopy version,f4beeb1
;Exported on,Wednesday May 15/05/2024
;Device,M2K
;Nr of samples,6400
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
447,-0.02753,0.334074
448,-0.02752,0.334074
449,-0.02751,0.334074
450,-0.0275,0.334074
451,-0.02749,0.334074
452,-0.02748,0.334074
453,-0.02747,0.334074
454,-0.02746,0.334074
455,-0.02745,0.334074
456,-0.02744,0.334074
457,-0.02743,0.334074
458,-0.02742,0.334074
459,-0.02741,0.334074
460,-0.0274,0.334074
461,-0.02739,0.334074
462,-0.02738,0.334074
463,-0.02737,0.334074
464,-0.02736,0.334074
465,-0.02735,0.334074
466,-0.02734,0.334074
467,-0.02733,0.334074
468,-0.02732,0.334074
469,-0.02731,0.334074
470,-0.0273,0.334074
471,-0.02729,0.334074
472,-0.02728,0.334074
473,-0.02727,0.334074
474,-0.02726,0.334074
475,-0.02725,0.334074
476,-0.02724,0.334074
477,-0.02723,0.334074
478,-0.02722,0.334074
479,-0.02721,0.334074
480,-0.0272,0.334074
481,-0.02719,0.334074
482,-0.02718,0.334074
483,-0.02717,0.334074
484,-0.02716,0.334074
485,-0.02715,0.334074
486,-0.02714,0.334074
487,-0.02713,0.334074
488,-0.02712,0.334074
489,-0.02711,0.334074
490,-0.0271,0.334074
491,-0.02709,0.334074
492,-0.02708,0.334074
493,-0.02707,0.334074
494,-0.02706,0.334074
495,-0.02705,0.334074
496,-0.02704,0.334074
497,-0.02703,0.334074
498,-0.02702,0.334074
499,-0.02701,0.334074
500,-0.027,0.334074
501,-0.02699,0.334074
502,-0.02698,0.334074
503,-0.02697,0.334074
504,-0.02696,0.334074
505,-0.02695,0.334074
506,-0.02694,0.334074
507,-0.02693,0.334074
508,-0.02692,0.334074
509,-0.02691,0.334074
510,-0.0269,0.334074
511,-0.02689,0.334074
512,-0.02688,0.334074
513,-0.02687,0.334074
514,-0.02686,0.334074
515,-0.02685,0.334074
516,-0.02684,0.334074
517,-0.02683,0.334074
518,-0.02682,0.334074
519,-0.02681,0.334074
520,-0.0268,0.334074
521,-0.02679,0.334074
522,-0.02678,0.334074
523,-0.02677,0.334074
524,-0.02676,0.334074
525,-0.02675,0.334074
526,-0.02674,0.334074
527,-0.02673,0.334074
528,-0.02672,0.334074
529,-0.02671,0.334074
530,-0.0267,0.334074
531,-0.02669,0.334074
532,-0.02668,0.334074
533,-0.02667,0.334074
534,-0.02666,0.334074
535,-0.02665,0.334074
536,-0.02664,0.334074
537,-0.02663,0.334074
538,-0.02662,0.334074
539,-0.02661,0.334074
540,-0.0266,0.334074
541,-0.02659,0.334074
542,-0.02658,0.334074
543,-0.02657,0.334074
544,-0.02656,0.334074
545,-0.02655,0.334074
546,-0.02654,0.334074
547,-0.02653,0.334074
548,-0.02652,0.334074
549,-0.02651,0.334074
550,-0.0265,0.334074
551,-0.02649,0.334074
552,-0.02648,0.334074
553,-0.02647,0.334074
554,-0.02646,0.334074
555,-0.02645,0.334074
556,-0.02644,0.334074
557,-0.02643,0.334074
558,-0.02642,0.334074
559,-0.02641,0.334074
560,-0.0264,0.334074
561,-0.02639,0.334074
562,-0.02638,0.334074
563,-0.02637,0.334074
564,-0.02636,0.334074
565,-0.02635,0.334074
566,-0.02634,0.334074
567,-0.02633,0.334074
568,-0.02632,0.334074
569,-0.02631,0.334074
570,-0.0263,0.334074
571,-0.02629,0.334074
572,-0.02628,0.334074
573,-0.02627,0.334074
574,-0.02626,0.334074
575,-0.02625,0.334074
576,-0.02624,0.334074
577,-0.02623,0.334074
578,-0.02622,0.334074
579,-0.02621,0.334074
580,-0.0262,0.334074
581,-0.02619,0.334074
582,-0.02618,0.334074
583,-0.02617,0.334074
584,-0.02616,0.334074
585,-0.02615,0.334074
586,-0.02614,0.334074
587,-0.02613,0.334074
588,-0.02612,0.334074
589,-0.02611,0.334074
590,-0.0261,0.334074
591,-0.02609,0.334074
592,-0.02608,0.334074
593,-0.02607,0.334074
594,-0.02606,0.334074
595,-0.02605,0.334074
596,-0.02604,0.334074
597,-0.02603,0.334074
598,-0.02602,0.334074
599,-0.02601,0.334074
600,-0.026,0.334074
601,-0.02599,0.334074
602,-0.02598,0.334074
603,-0.02597,0.334074
604,-0.02596,0.334074
605,-0.02595,0.334074
606,-0.02594,0.334074
607,-0.02593,0.334074
608,-0.02592,0.334074
609,-0.02591,0.334074
610,-0.0259,0.334074
611,-0.02589,0.334074
612,-0.02588,0.334074
613,-0.02587,0.334074
614,-0.02586,0.334074
615,-0.02585,0.334074
616,-0.02584,0.334074
617,-0.02583,0.334074
618,-0.02582,0.334074
619,-0.02581,0.334074
620,-0.0258,0.334074
621,-0.02579,0.334074
622,-0.02578,0.334074
623,-0.02577,0.334074
624,-0.02576,0.334074
625,-0.02575,0.334074
626,-0.02574,0.334074
